curr_state	curr_action	next_reward	next_state	old_value	new_value
122	-1	0	121	0.38742048900000015	0.38742048900000015
121	-1	0	248	0.43046721000000016	0.43046721000000016
248	1	0	377	0.38742048900000015	0.38742048900000015
377	0	0	505	0.38742048900000015	0.38742048900000015
505	1	0	634	0.28242953648100017	0.34867844010000015
634	-1	0	633	0.38742048900000015	0.38742048900000015
633	1	0	762	0.31381059609000017	0.34867844010000015
762	-1	0	761	0.38742048900000015	0.38742048900000015
761	-1	0	888	0.43046721000000016	0.43046721000000016
888	1	0	1017	0.34867844010000015	0.38742048900000015
1017	-1	0	1144	0.43046721000000016	0.43046721000000016
1144	1	0	1273	0.31381059609000017	0.31381059609000017
1273	-1	0	1400	0.28242953648100017	0.28242953648100017
1400	1	0	1529	0.31381059609000017	0.31381059609000017
1529	0	0	1657	0.31381059609000017	0.31381059609000017
1657	1	0	1786	0.34867844010000015	0.34867844010000015
1786	-1	0	1785	0.28242953648100017	0.28242953648100017
1785	-1	0	1912	0.25418658283290013	0.25418658283290013
1912	1	0	2041	0.25418658283290013	0.25418658283290013
2041	1	0	2042	0.28242953648100017	0.28242953648100017
2042	-1	0	2041	0.25418658283290013	0.25418658283290013
2041	1	0	2042	0.28242953648100017	0.28242953648100017
2042	0	0	2042	0.28242953648100017	0.28242953648100017
2042	0	0	2042	0.28242953648100017	0.28242953648100017
2042	0	0	2042	0.28242953648100017	0.28242953648100017
2042	0	0	2042	0.28242953648100017	0.28242953648100017
2042	-1	0	2041	0.25418658283290013	0.25418658283290013
2041	1	0	2042	0.28242953648100017	0.28242953648100017
2042	0	0	2042	0.28242953648100017	0.28242953648100017
2042	1	0	2043	0.31381059609000017	0.31381059609000017
2043	-1	0	1914	0.31381059609000017	0.31381059609000017
1914	1	0	1915	0.34867844010000015	0.34867844010000015
1915	-1	0	1786	0.34867844010000015	0.34867844010000015
1786	1	0	1787	0.38742048900000015	0.38742048900000015
1787	1	0	1660	0.43046721000000016	0.43046721000000016
1660	-1	0	1531	0.38742048900000015	0.38742048900000015
1531	0	0	1403	0.38742048900000015	0.38742048900000015
1403	-1	0	1274	0.31381059609000017	0.34867844010000015
1274	1	0	1275	0.38742048900000015	0.38742048900000015
1275	0	0	1147	0.38742048900000015	0.38742048900000015
1147	0	0	1019	0.31381059609000017	0.31381059609000017
1019	-1	0	890	0.34867844010000015	0.34867844010000015
890	-1	0	889	0.38742048900000015	0.38742048900000015
889	1	0	1018	0.31381059609000017	0.31381059609000017
1018	1	0	1019	0.31381059609000017	0.31381059609000017
1019	0	0	891	0.28242953648100017	0.31381059609000017
891	1	0	764	0.31381059609000017	0.31381059609000017
764	1	0	637	0.34867844010000015	0.34867844010000015
637	0	0	501	0.38742048900000015	0.38742048900000015
501	-1	0	364	0.0	0.0
364	0	0	236	0.0	0.22876792454961012
236	-1	0	107	0.25418658283290013	0.31381059609000017
107	1	0	116	0.31381059609000017	0.31381059609000017
116	0	0	116	0.31381059609000017	0.31381059609000017
116	-1	0	115	0.31381059609000017	0.31381059609000017
115	1	0	124	0.28242953648100017	0.28242953648100017
124	0	0	124	0.28242953648100017	0.28242953648100017
124	0	0	124	0.28242953648100017	0.28242953648100017
124	0	0	124	0.28242953648100017	0.28242953648100017
124	1	0	125	0.31381059609000017	0.31381059609000017
125	0	0	117	0.34867844010000015	0.34867844010000015
117	1	0	110	0.38742048900000015	0.38742048900000015
110	1	0	103	0.43046721000000016	0.43046721000000016
103	-1	0	222	0.0	0.43046721000000016
222	-1	0	213	0.0	0.0
213	-1	0	76	0.0	0.28242953648100017
76	-1	0	75	0.31381059609000017	0.31381059609000017
75	1	0	84	0.31381059609000017	0.31381059609000017
84	1	0	85	0.34867844010000015	0.34867844010000015
85	1	0	78	0.38742048900000015	0.38742048900000015
78	1	0	71	0.43046721000000016	0.43046721000000016
71	1	0	184	0.0	0.47829690000000014
184	0	0	312	0.5314410000000002	0.5314410000000002
312	1	0	441	0.0	0.5904900000000002
441	0	0	577	0.6561000000000001	0.6561000000000001
577	1	0	714	0.0	0.0
714	-1	0	721	0.0	0.0
721	-1	0	856	0.0	0.0
856	0	0	984	0.0	0.2058911320946491
984	0	0	1112	0.22876792454961012	0.22876792454961012
1112	1	0	1241	0.0	0.22876792454961012
1241	1	0	1378	0.0	0.0
1378	0	0	1386	0.0	0.31381059609000017
1386	1	0	1395	0.0	0.38742048900000015
1395	1	0	1276	0.43046721000000016	0.43046721000000016
1276	1	0	1149	0.47829690000000014	0.47829690000000014
1149	-1	0	1012	0.0	0.16677181699666577
1012	0	0	884	0.0	0.31381059609000017
884	0	0	756	0.0	0.0
756	1	0	629	0.0	0.38742048900000015
629	1	0	494	0.0	0.0
494	0	0	486	0.0	0.5314410000000002
486	-1	0	477	0.0	0.0
477	1	0	342	0.0	0.0
342	0	0	334	0.0	0.47829690000000014
334	1	0	327	0.5314410000000002	0.5314410000000002
327	0	0	447	0.0	0.5904900000000002
447	1	0	560	0.6561000000000001	0.6561000000000001
560	1	0	689	0.7290000000000001	0.7290000000000001
689	1	0	826	0.0	0.0
826	-1	0	833	0.0	0.0
833	-1	0	968	0.0	0.0
968	1	0	1097	0.0	0.0
1097	1	0	1234	0.0	0.0
1234	-1	0	1241	0.0	0.22876792454961012
1241	0	0	1377	0.0	0.0
1377	0	0	1513	0.0	0.28242953648100017
1513	-1	0	1648	0.2058911320946491	0.25418658283290013
1648	1	0	1777	0.28242953648100017	0.28242953648100017
1777	1	0	1914	0.31381059609000017	0.31381059609000017
1914	0	0	1914	0.31381059609000017	0.31381059609000017
1914	-1	0	1913	0.25418658283290013	0.25418658283290013
1913	1	0	2042	0.28242953648100017	0.28242953648100017
2042	-1	0	2041	0.25418658283290013	0.25418658283290013
2041	1	0	2042	0.28242953648100017	0.28242953648100017
2042	0	0	2042	0.28242953648100017	0.28242953648100017
2042	0	0	2042	0.28242953648100017	0.28242953648100017
2042	1	0	2043	0.31381059609000017	0.31381059609000017
2043	1	0	1916	0.34867844010000015	0.34867844010000015
1916	1	0	1789	0.38742048900000015	0.38742048900000015
1789	-1	0	1652	0.43046721000000016	0.43046721000000016
1652	1	0	1525	0.47829690000000014	0.5314410000000002
1525	1	0	1390	0.5314410000000002	0.5314410000000002
1390	-1	0	1381	0.5904900000000002	0.5904900000000002
1381	-1	0	1244	0.6561000000000001	0.6561000000000001
1244	-1	0	1115	0.0	0.0
1115	-1	0	994	0.0	0.0
994	-1	0	1001	0.0	0.38742048900000015
1001	1	0	1138	0.0	0.34867844010000015
1138	0	0	1146	0.34867844010000015	0.34867844010000015
1146	0	0	1146	0.34867844010000015	0.34867844010000015
1146	-1	0	1145	0.34867844010000015	0.34867844010000015
1145	1	0	1274	0.31381059609000017	0.34867844010000015
1274	1	0	1275	0.38742048900000015	0.38742048900000015
1275	1	0	1148	0.43046721000000016	0.43046721000000016
1148	-1	0	1019	0.31381059609000017	0.31381059609000017
1019	1	0	892	0.28242953648100017	0.43046721000000016
892	1	0	765	0.47829690000000014	0.47829690000000014
765	-1	0	628	0.22876792454961012	0.34867844010000015
628	0	0	500	0.0	0.25418658283290013
500	-1	0	371	0.0	0.31381059609000017
371	1	0	252	0.28242953648100017	0.28242953648100017
252	0	0	124	0.28242953648100017	0.28242953648100017
124	-1	0	123	0.31381059609000017	0.31381059609000017
123	-1	0	122	0.34867844010000015	0.34867844010000015
122	1	0	123	0.31381059609000017	0.31381059609000017
123	1	0	124	0.28242953648100017	0.28242953648100017
124	-1	0	123	0.31381059609000017	0.31381059609000017
123	-1	0	122	0.34867844010000015	0.34867844010000015
122	0	0	122	0.34867844010000015	0.34867844010000015
122	0	0	122	0.34867844010000015	0.34867844010000015
122	1	0	123	0.31381059609000017	0.31381059609000017
123	1	0	124	0.28242953648100017	0.28242953648100017
124	0	0	124	0.28242953648100017	0.28242953648100017
124	0	0	124	0.28242953648100017	0.28242953648100017
124	0	0	124	0.28242953648100017	0.28242953648100017
124	0	0	124	0.28242953648100017	0.28242953648100017
124	1	0	125	0.31381059609000017	0.31381059609000017
125	1	0	118	0.34867844010000015	0.34867844010000015
118	-1	0	109	0.34867844010000015	0.34867844010000015
109	-1	0	100	0.31381059609000017	0.31381059609000017
100	0	0	100	0.31381059609000017	0.31381059609000017
100	-1	0	99	0.28242953648100017	0.28242953648100017
99	1	0	108	0.31381059609000017	0.31381059609000017
108	1	0	109	0.34867844010000015	0.34867844010000015
109	-1	0	100	0.31381059609000017	0.31381059609000017
100	0	0	100	0.31381059609000017	0.31381059609000017
100	-1	0	99	0.28242953648100017	0.28242953648100017
99	1	0	108	0.31381059609000017	0.31381059609000017
108	-1	0	107	0.31381059609000017	0.31381059609000017
107	-1	0	114	0.34867844010000015	0.34867844010000015
114	0	0	122	0.34867844010000015	0.34867844010000015
122	-1	0	121	0.38742048900000015	0.38742048900000015
121	1	0	250	0.34867844010000015	0.34867844010000015
250	-1	0	249	0.38742048900000015	0.38742048900000015
249	1	0	378	0.34867844010000015	0.34867844010000015
378	1	0	379	0.31381059609000017	0.31381059609000017
379	0	0	251	0.31381059609000017	0.31381059609000017
251	0	0	123	0.31381059609000017	0.31381059609000017
123	0	0	123	0.31381059609000017	0.31381059609000017
123	1	0	124	0.28242953648100017	0.28242953648100017
124	0	0	124	0.28242953648100017	0.28242953648100017
124	0	0	124	0.28242953648100017	0.28242953648100017
124	0	0	124	0.28242953648100017	0.28242953648100017
124	1	0	125	0.31381059609000017	0.31381059609000017
125	1	0	118	0.34867844010000015	0.34867844010000015
118	0	0	110	0.38742048900000015	0.38742048900000015
110	1	0	103	0.43046721000000016	0.43046721000000016
103	0	0	223	0.47829690000000014	0.47829690000000014
223	1	0	336	0.5314410000000002	0.5314410000000002
336	0	0	464	0.5904900000000002	0.5904900000000002
464	0	0	592	0.6561000000000001	0.6561000000000001
592	0	0	720	0.7290000000000001	0.7290000000000001
720	-1	0	855	0.81	0.81
855	-1	0	974	0.0	0.0
974	0	0	966	0.0	0.0
966	-1	0	957	0.0	0.0
957	1	0	822	0.0	0.0
822	-1	0	813	0.0	0.0
813	-1	0	676	0.0	0.43046721000000016
676	-1	0	547	0.47829690000000014	0.47829690000000014
547	1	0	428	0.0	0.2058911320946491
428	-1	0	299	0.0	0.31381059609000017
299	0	0	179	0.0	0.34867844010000015
179	1	0	60	0.0	0.31381059609000017
60	0	0	60	0.31381059609000017	0.31381059609000017
60	0	0	60	0.31381059609000017	0.31381059609000017
60	0	0	60	0.31381059609000017	0.31381059609000017
60	-1	0	59	0.34867844010000015	0.34867844010000015
59	0	0	67	0.34867844010000015	0.34867844010000015
67	1	0	76	0.28242953648100017	0.28242953648100017
76	1	0	77	0.28242953648100017	0.28242953648100017
77	1	0	70	0.25418658283290013	0.25418658283290013
70	1	0	63	0.0	0.0
63	0	0	183	0.0	0.0
183	-1	0	302	0.0	0.0
302	0	0	294	0.0	0.0
294	0	0	286	0.0	0.0
286	-1	0	277	0.0	0.1853020188851842
277	1	0	142	0.0	0.22876792454961012
142	0	0	134	0.25418658283290013	0.31381059609000017
134	0	0	134	0.31381059609000017	0.31381059609000017
134	-1	0	133	0.2058911320946491	0.2058911320946491
133	0	0	5	0.1500946352969992	0.25418658283290013
5	-1	0	4	0.25418658283290013	0.25418658283290013
4	0	0	4	0.25418658283290013	0.25418658283290013
4	-1	0	3	0.28242953648100017	0.28242953648100017
3	-1	0	10	0.31381059609000017	0.31381059609000017
10	1	0	19	0.34867844010000015	0.34867844010000015
19	1	0	28	0.28242953648100017	0.28242953648100017
28	0	0	28	0.28242953648100017	0.28242953648100017
28	-1	0	27	0.31381059609000017	0.31381059609000017
27	1	0	36	0.31381059609000017	0.31381059609000017
36	0	0	36	0.31381059609000017	0.31381059609000017
36	1	0	37	0.25418658283290013	0.25418658283290013
37	1	0	30	0.22876792454961012	0.22876792454961012
30	0	0	22	0.10941898913151243	0.1853020188851842
22	1	0	15	0.12157665459056936	0.12157665459056936
15	1	0	128	0.0	0.28242953648100017
128	1	0	257	0.31381059609000017	0.31381059609000017
257	1	0	394	0.0	0.0
394	1	0	403	0.0	0.0
403	1	0	284	0.0	0.28242953648100017
284	-1	0	155	0.31381059609000017	0.31381059609000017
155	1	0	36	0.0	0.31381059609000017
36	1	0	37	0.25418658283290013	0.25418658283290013
37	0	0	29	0.1853020188851842	0.28242953648100017
29	-1	0	20	0.31381059609000017	0.31381059609000017
20	-1	0	19	0.34867844010000015	0.34867844010000015
19	1	0	28	0.28242953648100017	0.28242953648100017
28	0	0	28	0.28242953648100017	0.28242953648100017
28	-1	0	27	0.31381059609000017	0.31381059609000017
27	-1	0	34	0.34867844010000015	0.38742048900000015
34	0	0	42	0.38742048900000015	0.38742048900000015
42	-1	0	49	0.43046721000000016	0.43046721000000016
49	-1	0	184	0.47829690000000014	0.47829690000000014
184	1	0	313	0.5314410000000002	0.5314410000000002
313	1	0	450	0.0	0.0
450	1	0	459	0.0	0.2058911320946491
459	1	0	340	0.0	0.0
340	0	0	212	0.0	0.31381059609000017
212	-1	0	83	0.22876792454961012	0.28242953648100017
83	-1	0	90	0.28242953648100017	0.28242953648100017
90	0	0	98	0.31381059609000017	0.31381059609000017
98	-1	0	105	0.34867844010000015	0.34867844010000015
105	-1	0	240	0.0	0.0
240	-1	0	375	0.0	0.0
375	0	0	495	0.0	0.47829690000000014
495	-1	0	614	0.5314410000000002	0.5314410000000002
614	1	0	607	0.5904900000000002	0.6561000000000001
607	0	0	727	0.7290000000000001	0.7290000000000001
727	0	0	847	0.81	0.81
847	0	0	967	0.0	0.0
967	-1	0	1086	0.0	0.0
1086	1	0	1079	0.0	0.0
1079	1	0	1192	0.0	0.0
1192	0	0	1320	0.0	0.0
1320	1	0	1449	0.0	0.0
1449	-1	0	1584	0.0	0.0
1584	0	0	1712	0.0	0.22876792454961012
1712	-1	0	1847	0.1853020188851842	0.1853020188851842
1847	0	0	1967	0.0	0.16677181699666577
1967	-1	0	1958	0.12157665459056936	0.12157665459056936
1958	1	0	1951	0.13508517176729928	0.1853020188851842
1951	1	0	1936	0.1853020188851842	0.1853020188851842
1936	0	0	1936	0.1500946352969992	0.1853020188851842
1936	1	0	1937	0.16677181699666577	0.16677181699666577
1937	1	0	1946	0.1853020188851842	0.1853020188851842
1946	0	0	1954	0.2058911320946491	0.2058911320946491
1954	0	0	1962	0.22876792454961012	0.22876792454961012
1962	-1	0	1969	0.25418658283290013	0.25418658283290013
1969	0	0	1977	0.28242953648100017	0.28242953648100017
1977	0	0	1985	0.28242953648100017	0.28242953648100017
1985	1	0	1994	0.31381059609000017	0.31381059609000017
1994	0	0	2002	0.31381059609000017	0.31381059609000017
2002	0	0	2010	0.28242953648100017	0.31381059609000017
2010	0	0	2018	0.28242953648100017	0.28242953648100017
2018	-1	0	2025	0.25418658283290013	0.25418658283290013
2025	-1	0	2032	0.25418658283290013	0.25418658283290013
2032	-1	0	2039	0.28242953648100017	0.28242953648100017
2039	1	0	2024	0.25418658283290013	0.25418658283290013
2024	0	0	2024	0.25418658283290013	0.25418658283290013
2024	-1	0	2031	0.28242953648100017	0.28242953648100017
2031	1	0	2016	0.22876792454961012	0.22876792454961012
2016	0	0	2016	0.22876792454961012	0.22876792454961012
2016	-1	0	2023	0.2058911320946491	0.2058911320946491
2023	1	0	2008	0.2058911320946491	0.22876792454961012
2008	1	0	2009	0.25418658283290013	0.25418658283290013
2009	0	0	2017	0.25418658283290013	0.25418658283290013
2017	1	0	2026	0.28242953648100017	0.28242953648100017
2026	0	0	2034	0.28242953648100017	0.28242953648100017
2034	0	0	2042	0.28242953648100017	0.28242953648100017
2042	0	0	2042	0.28242953648100017	0.28242953648100017
2042	-1	0	2041	0.25418658283290013	0.25418658283290013
2041	1	0	2042	0.28242953648100017	0.28242953648100017
2042	-1	0	2041	0.25418658283290013	0.25418658283290013
2041	0	0	2041	0.25418658283290013	0.25418658283290013
2041	1	0	2042	0.28242953648100017	0.28242953648100017
2042	-1	0	2041	0.25418658283290013	0.25418658283290013
2041	0	0	2041	0.25418658283290013	0.25418658283290013
2041	-1	0	2040	0.25418658283290013	0.25418658283290013
2040	0	0	2040	0.25418658283290013	0.25418658283290013
2040	1	0	2041	0.25418658283290013	0.25418658283290013
2041	1	0	2042	0.28242953648100017	0.28242953648100017
2042	-1	0	2041	0.25418658283290013	0.25418658283290013
2041	-1	0	2040	0.25418658283290013	0.25418658283290013
2040	0	0	2040	0.25418658283290013	0.25418658283290013
2040	0	0	2040	0.25418658283290013	0.25418658283290013
2040	1	0	2041	0.25418658283290013	0.25418658283290013
2041	1	0	2042	0.28242953648100017	0.28242953648100017
2042	0	0	2042	0.28242953648100017	0.28242953648100017
2042	0	0	2042	0.28242953648100017	0.28242953648100017
2042	0	0	2042	0.28242953648100017	0.28242953648100017
2042	-1	0	2041	0.25418658283290013	0.25418658283290013
2041	1	0	2042	0.28242953648100017	0.28242953648100017
2042	-1	0	2041	0.25418658283290013	0.25418658283290013
2041	1	0	2042	0.28242953648100017	0.28242953648100017
2042	1	0	2043	0.31381059609000017	0.31381059609000017
2043	0	0	1915	0.34867844010000015	0.34867844010000015
1915	1	0	1788	0.38742048900000015	0.38742048900000015
1788	0	0	1660	0.43046721000000016	0.43046721000000016
1660	0	0	1532	0.43046721000000016	0.43046721000000016
1532	1	0	1405	0.47829690000000014	0.47829690000000014
1405	1	0	1270	0.5314410000000002	0.5314410000000002
1270	-1	0	1261	0.5904900000000002	0.5904900000000002
1261	-1	0	1124	0.5904900000000002	0.5904900000000002
1124	0	0	996	0.0	0.47829690000000014
996	0	0	868	0.31381059609000017	0.47829690000000014
868	-1	0	739	0.34867844010000015	0.34867844010000015
739	-1	0	618	0.22876792454961012	0.34867844010000015
618	1	0	627	0.31381059609000017	0.31381059609000017
627	0	0	507	0.25418658283290013	0.31381059609000017
507	0	0	379	0.31381059609000017	0.31381059609000017
379	-1	0	250	0.34867844010000015	0.34867844010000015
250	0	0	250	0.34867844010000015	0.34867844010000015
250	0	0	250	0.34867844010000015	0.34867844010000015
250	-1	0	249	0.38742048900000015	0.38742048900000015
249	-1	0	376	0.43046721000000016	0.43046721000000016
376	1	0	505	0.38742048900000015	0.38742048900000015
505	0	0	633	0.38742048900000015	0.38742048900000015
633	0	0	761	0.34867844010000015	0.38742048900000015
761	1	0	890	0.34867844010000015	0.34867844010000015
890	0	0	890	0.34867844010000015	0.34867844010000015
890	0	0	890	0.34867844010000015	0.34867844010000015
890	-1	0	889	0.38742048900000015	0.38742048900000015
889	-1	0	1016	0.43046721000000016	0.43046721000000016
1016	-1	0	1151	0.47829690000000014	0.47829690000000014
1151	0	0	1271	0.47829690000000014	0.47829690000000014
1271	0	0	1391	0.0	0.0
1391	0	0	1511	0.0	0.0
1511	0	0	1631	0.0	0.1500946352969992
1631	0	0	1751	0.0	0.0
1751	-1	0	1870	0.0	0.0984770902183612
1870	-1	0	1861	0.10941898913151243	0.13508517176729928
1861	-1	0	1724	0.0	0.0
1724	0	0	1596	0.0	0.28242953648100017
1596	1	0	1469	0.0	0.0
1469	-1	0	1332	0.0	0.0
1332	0	0	1204	0.0	0.0
1204	1	0	1077	0.0	0.0
1077	-1	0	940	0.0	0.5314410000000002
940	-1	0	811	0.5904900000000002	0.5904900000000002
811	0	0	691	0.0	0.16677181699666577
691	1	0	572	0.0	0.0
572	0	0	444	0.0	0.0
444	-1	0	315	0.0	0.38742048900000015
315	1	0	196	0.2058911320946491	0.25418658283290013
196	0	0	68	0.22876792454961012	0.31381059609000017
68	0	0	68	0.31381059609000017	0.31381059609000017
68	0	0	68	0.31381059609000017	0.31381059609000017
68	1	0	69	0.28242953648100017	0.28242953648100017
69	-1	0	60	0.31381059609000017	0.31381059609000017
60	0	0	60	0.31381059609000017	0.31381059609000017
60	0	0	60	0.31381059609000017	0.31381059609000017
60	-1	0	59	0.34867844010000015	0.34867844010000015
59	0	0	67	0.34867844010000015	0.34867844010000015
67	0	0	75	0.31381059609000017	0.31381059609000017
75	-1	0	82	0.34867844010000015	0.34867844010000015
82	1	0	91	0.28242953648100017	0.28242953648100017
91	0	0	99	0.28242953648100017	0.28242953648100017
99	-1	0	106	0.31381059609000017	0.34867844010000015
106	-1	0	113	0.38742048900000015	0.38742048900000015
113	-1	0	248	0.43046721000000016	0.43046721000000016
248	-1	0	383	0.47829690000000014	0.47829690000000014
383	1	0	496	0.47829690000000014	0.47829690000000014
496	1	0	625	0.25418658283290013	0.38742048900000015
625	0	0	761	0.34867844010000015	0.38742048900000015
761	-1	0	888	0.43046721000000016	0.43046721000000016
888	-1	0	1023	0.47829690000000014	0.47829690000000014
1023	0	0	1143	0.5314410000000002	0.5314410000000002
1143	-1	0	1262	0.5904900000000002	0.5904900000000002
1262	1	0	1255	0.0	0.0
1255	0	0	1375	0.0	0.0
1375	1	0	1488	0.0	0.0
1488	1	0	1617	0.0	0.16677181699666577
1617	0	0	1753	0.0	0.2058911320946491
1753	-1	0	1888	0.1853020188851842	0.1853020188851842
1888	0	0	2016	0.2058911320946491	0.22876792454961012
2016	-1	0	2023	0.2058911320946491	0.2058911320946491
2023	0	0	2015	0.22876792454961012	0.22876792454961012
2015	-1	0	2006	0.2058911320946491	0.28242953648100017
2006	-1	0	1997	0.31381059609000017	0.31381059609000017
1997	1	0	1862	0.0	0.10941898913151243
1862	0	0	1854	0.0	0.16677181699666577
1854	-1	0	1845	0.0	0.0
1845	0	0	1709	0.0	0.0
1709	0	0	1573	0.0	0.0
1573	0	0	1437	0.0	0.0
1437	0	0	1301	0.0	0.31381059609000017
1301	0	0	1165	0.0	0.0984770902183612
1165	-1	0	1028	0.0	0.08862938119652508
1028	1	0	901	0.0984770902183612	0.1853020188851842
901	1	0	774	0.10941898913151243	0.10941898913151243
774	-1	0	773	0.08862938119652508	0.2058911320946491
773	0	0	645	0.22876792454961012	0.22876792454961012
645	0	0	517	0.2058911320946491	0.2058911320946491
517	-1	0	388	0.2058911320946491	0.2058911320946491
388	0	0	260	0.13508517176729928	0.1853020188851842
260	-1	0	131	0.0	0.22876792454961012
131	1	0	12	0.0	0.28242953648100017
12	0	0	12	0.28242953648100017	0.28242953648100017
12	1	0	13	0.2058911320946491	0.22876792454961012
13	0	0	5	0.22876792454961012	0.25418658283290013
5	1	0	6	0.28242953648100017	0.28242953648100017
6	1	0	7	0.31381059609000017	0.31381059609000017
7	0	0	135	0.34867844010000015	0.34867844010000015
135	1	0	256	0.38742048900000015	0.38742048900000015
256	1	0	385	0.43046721000000016	0.43046721000000016
385	0	0	521	0.0	0.38742048900000015
521	1	0	658	0.43046721000000016	0.43046721000000016
658	-1	0	665	0.0	0.5904900000000002
665	1	0	802	0.6561000000000001	0.6561000000000001
802	-1	0	809	0.7290000000000001	0.7290000000000001
809	-1	0	944	0.0	0.0
944	1	0	1073	0.0	0.0
1073	1	0	1210	0.0	0.0
1210	-1	0	1217	0.0	0.0
1217	1	0	1354	0.0	0.5314410000000002
1354	0	0	1362	0.0	0.47829690000000014
1362	1	0	1371	0.5314410000000002	0.5314410000000002
1371	0	0	1251	0.0	0.31381059609000017
1251	-1	0	1130	0.34867844010000015	0.34867844010000015
1130	1	0	1139	0.38742048900000015	0.38742048900000015
1139	0	0	1019	0.1853020188851842	0.38742048900000015
1019	0	0	891	0.31381059609000017	0.31381059609000017
891	-1	0	762	0.34867844010000015	0.34867844010000015
762	1	0	763	0.31381059609000017	0.31381059609000017
763	1	0	636	0.28242953648100017	0.28242953648100017
636	0	0	508	0.31381059609000017	0.31381059609000017
508	0	0	380	0.28242953648100017	0.28242953648100017
380	-1	0	251	0.31381059609000017	0.31381059609000017
251	0	0	123	0.31381059609000017	0.31381059609000017
123	-1	0	122	0.34867844010000015	0.34867844010000015
122	-1	0	121	0.38742048900000015	0.38742048900000015
121	0	0	249	0.38742048900000015	0.38742048900000015
249	0	0	377	0.38742048900000015	0.38742048900000015
377	-1	0	504	0.43046721000000016	0.43046721000000016
504	0	0	632	0.43046721000000016	0.43046721000000016
632	-1	0	767	0.47829690000000014	0.47829690000000014
767	1	0	880	0.34867844010000015	0.34867844010000015
880	0	0	1008	0.38742048900000015	0.38742048900000015
1008	0	0	1136	0.43046721000000016	0.43046721000000016
1136	1	0	1265	0.31381059609000017	0.31381059609000017
1265	1	0	1402	0.34867844010000015	0.34867844010000015
1402	0	0	1402	0.34867844010000015	0.34867844010000015
1402	-1	0	1401	0.31381059609000017	0.31381059609000017
1401	0	0	1529	0.31381059609000017	0.31381059609000017
1529	-1	0	1656	0.25418658283290013	0.25418658283290013
1656	0	0	1784	0.22876792454961012	0.22876792454961012
1784	-1	0	1919	0.1853020188851842	0.25418658283290013
1919	1	0	2032	0.0	0.25418658283290013
2032	0	0	2032	0.25418658283290013	0.25418658283290013
2032	-1	0	2039	0.28242953648100017	0.28242953648100017
2039	0	0	2031	0.28242953648100017	0.28242953648100017
2031	1	0	2016	0.22876792454961012	0.22876792454961012
2016	0	0	2016	0.22876792454961012	0.22876792454961012
2016	0	0	2016	0.22876792454961012	0.22876792454961012
2016	0	0	2016	0.22876792454961012	0.22876792454961012
2016	0	0	2016	0.22876792454961012	0.22876792454961012
2016	-1	0	2023	0.2058911320946491	0.2058911320946491
2023	-1	0	2014	0.2058911320946491	0.2058911320946491
2014	1	0	2007	0.22876792454961012	0.22876792454961012
2007	1	0	1992	0.25418658283290013	0.25418658283290013
1992	0	0	1992	0.25418658283290013	0.25418658283290013
1992	1	0	1993	0.28242953648100017	0.28242953648100017
1993	0	0	2001	0.1853020188851842	0.28242953648100017
2001	0	0	2009	0.22876792454961012	0.25418658283290013
2009	0	0	2017	0.25418658283290013	0.25418658283290013
2017	1	0	2026	0.28242953648100017	0.28242953648100017
2026	0	0	2034	0.28242953648100017	0.28242953648100017
2034	1	0	2043	0.31381059609000017	0.31381059609000017
2043	-1	0	1914	0.31381059609000017	0.31381059609000017
1914	0	0	1914	0.31381059609000017	0.31381059609000017
1914	0	0	1914	0.31381059609000017	0.31381059609000017
1914	0	0	1914	0.31381059609000017	0.31381059609000017
1914	0	0	1914	0.31381059609000017	0.31381059609000017
1914	0	0	1914	0.31381059609000017	0.31381059609000017
1914	1	0	1915	0.34867844010000015	0.34867844010000015
1915	1	0	1788	0.38742048900000015	0.38742048900000015
1788	0	0	1660	0.43046721000000016	0.43046721000000016
1660	0	0	1532	0.43046721000000016	0.43046721000000016
1532	0	0	1404	0.43046721000000016	0.43046721000000016
1404	0	0	1276	0.43046721000000016	0.43046721000000016
1276	-1	0	1147	0.38742048900000015	0.38742048900000015
1147	1	0	1020	0.43046721000000016	0.43046721000000016
1020	1	0	893	0.47829690000000014	0.47829690000000014
893	1	0	758	0.5314410000000002	0.5314410000000002
758	0	0	750	0.5904900000000002	0.5904900000000002
750	0	0	742	0.0	0.0
742	-1	0	733	0.0	0.0
733	1	0	598	0.0	0.47829690000000014
598	0	0	590	0.5314410000000002	0.5314410000000002
590	-1	0	581	0.0	0.0
581	-1	0	444	0.0	0.34867844010000015
444	-1	0	315	0.38742048900000015	0.38742048900000015
315	-1	0	194	0.43046721000000016	0.43046721000000016
194	-1	0	201	0.47829690000000014	0.47829690000000014
201	1	0	338	0.38742048900000015	0.38742048900000015
338	-1	0	345	0.43046721000000016	0.43046721000000016
345	1	0	482	0.1853020188851842	0.2058911320946491
482	0	0	490	0.0	0.0
490	1	0	499	0.0	0.31381059609000017
499	1	0	380	0.0	0.28242953648100017
380	0	0	252	0.28242953648100017	0.28242953648100017
252	1	0	125	0.31381059609000017	0.31381059609000017
125	0	0	117	0.34867844010000015	0.34867844010000015
117	0	0	109	0.34867844010000015	0.34867844010000015
109	1	0	102	0.38742048900000015	0.38742048900000015
102	1	0	95	0.43046721000000016	0.43046721000000016
95	1	0	208	0.47829690000000014	0.47829690000000014
